Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
9483,9483,372,9.962762329797122e-05,300.8191550594476,0.0015232893139424,0.1641915775625813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,11.09419375887609]}",11.812845986171707,11.09419375887609,POINT (11.812845986171707 11.094193758876091),252,Gulani,,,,NG036008,Yobe,,,,NG036,Nigeria,,,,NG,2019-04-17,,2129.77541982,v01,en,,,,Gulani,Yobe East,NG03601,10.89249304,11.61491403,0.0,Yobe,Gulani,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9484,9484,419,0.000108261244556,300.41828098178206,0.0016056824419133,0.1665014458195942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,11.09419375887609]}",11.90267751458366,11.09419375887609,POINT (11.902677514583658 11.094193758876091),252,Gulani,,,,NG036008,Yobe,,,,NG036,Nigeria,,,,NG,2019-04-17,,2129.77541982,v01,en,,,,Gulani,Yobe East,NG03601,10.89249304,11.61491403,0.0,Yobe,Gulani,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9485,9485,485,0.0001166965463889,300.2134484459819,0.0017002685079411,0.1896225308131431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,11.09419375887609]}",11.99250904299561,11.09419375887609,POINT (11.992509042995609 11.094193758876091),251,Gujba,,,,NG036007,Yobe,,,,NG036,Nigeria,,,,NG,2019-04-17,,3468.99320714,v01,en,,,,Gujba,Yobe East,NG03601,11.36383012,11.87769078,0.0,Yobe,Gujba,Northern Flash Floods,Seasonal Flooding,0,0,5,1
9486,9486,508,0.0001281672201979,300.20976063368386,0.0017454506139637,0.2630982949602068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,11.09419375887609]}",12.082340571407563,11.09419375887609,POINT (12.082340571407563 11.094193758876091),251,Gujba,,,,NG036007,Yobe,,,,NG036,Nigeria,,,,NG,2019-04-17,,3468.99320714,v01,en,,,,Gujba,Yobe East,NG03601,11.36383012,11.87769078,0.0,Yobe,Gujba,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9487,9487,509,0.0001201059708362,300.35133831326544,0.0017249164397793,0.2597045860714185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,11.09419375887609]}",12.172172099819516,11.09419375887609,POINT (12.172172099819514 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9488,9488,509,0.0001199163499894,300.45639815650384,0.0016864033855149,0.2585328100806008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.262003628231469,11.09419375887609]}",12.262003628231469,11.09419375887609,POINT (12.262003628231469 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9489,9489,487,0.00013478031949,300.5117062038068,0.0016739360103715,0.2572648654730561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.35183515664342,11.09419375887609]}",12.35183515664342,11.09419375887609,POINT (12.35183515664342 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9490,9490,474,0.00013478031949,300.5117062038068,0.0016739360103715,0.2572648654730561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.441666685055372,11.09419375887609]}",12.441666685055372,11.09419375887609,POINT (12.44166668505537 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9491,9491,460,0.000130177254902,300.4590877519616,0.0017394883608027,0.259764674372567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.531498213467325,11.09419375887609]}",12.531498213467325,11.09419375887609,POINT (12.531498213467323 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9492,9492,443,0.0001455198434431,300.52228663375007,0.0018030887033246,0.2612471685695366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.621329741879277,11.09419375887609]}",12.621329741879276,11.09419375887609,POINT (12.62132974187928 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9493,9493,413,0.0001469830442976,300.6177987696902,0.0018590820132585,0.2625050039101316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.711161270291228,11.09419375887609]}",12.711161270291228,11.09419375887609,POINT (12.711161270291228 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9494,9494,410,0.0001462325623785,300.7440789386819,0.0018991637258879,0.2632628257608699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.80099279870318,11.09419375887609]}",12.80099279870318,11.09419375887609,POINT (12.800992798703179 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9495,9495,398,0.000152923445596,300.8351207346052,0.0019398766159319,0.2636462971443422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.890824327115133,11.09419375887609]}",12.890824327115132,11.09419375887609,POINT (12.890824327115133 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,6,1
9496,9496,389,0.0001406374483933,300.8821216120703,0.0018741506033827,0.2222372676327626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.980655855527084,11.09419375887609]}",12.980655855527084,11.09419375887609,POINT (12.980655855527084 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,5,1
9497,9497,376,0.0001355964386098,300.96561061151664,0.0017445750330217,0.1576363783928788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.070487383939037,11.09419375887609]}",13.070487383939035,11.09419375887609,POINT (13.070487383939035 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9498,9498,374,0.0001279785617036,301.0680603452161,0.001658021743644,0.1548015133677672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.16031891235099,11.09419375887609]}",13.16031891235099,11.09419375887609,POINT (13.16031891235099 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9499,9499,381,0.0001204397201211,300.8507146088109,0.0016661038383088,0.1563823214771358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.250150440762942,11.09419375887609]}",13.250150440762942,11.09419375887609,POINT (13.25015044076294 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9500,9500,380,0.0001204397201211,300.8507146088109,0.0016661038383088,0.1563823214771358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.339981969174893,11.09419375887609]}",13.339981969174891,11.09419375887609,POINT (13.339981969174893 11.094193758876091),145,Damboa,,,,NG008007,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,5823.80543317,v01,en,,,,Damboa,Borno South,NG00803,11.13675964,12.73952517,0.0,Borno,Damboa,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9501,9501,376,0.0001171146800451,300.7513059914692,0.0016712398523463,0.1577075724367427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.429813497586846,11.09419375887609]}",13.429813497586846,11.09419375887609,POINT (13.429813497586844 11.094193758876091),270,Gwoza,,,,NG008011,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,2932.51884638,v01,en,,,,Gwoza,Borno South,NG00803,11.17720502,13.63155455,0.0,Borno,Gwoza,Northern Flash Floods,Seasonal Flooding,0,0,4,1
9502,9502,379,0.0001307704789025,300.9930136416684,0.0016774079707281,0.1589365381275376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.519645025998798,11.09419375887609]}",13.519645025998798,11.09419375887609,POINT (13.519645025998798 11.094193758876091),270,Gwoza,,,,NG008011,Borno,,,,NG008,Nigeria,,,,NG,2019-04-17,,2932.51884638,v01,en,,,,Gwoza,Borno South,NG00803,11.17720502,13.63155455,0.0,Borno,Gwoza,Northern Flash Floods,Seasonal Flooding,0,0,4,1
